RepID,ManagerID,Segment,Region,TenureMonths,Certified,AvgDealSize,Opportunities,Wins,RawWinRate,TrueWinRate,ExposureMonths,OutboundMeetings,RawMeetingsPerMonth,TrueMeetingsPerMonth,MeanDiscountPct,DiscountSD,TrueMeanDiscountPct,Losses,LossCompetitor,LossNoDecision,LossBudget,LossTiming,TrueLossCompetitor,TrueLossNoDecision,TrueLossBudget,TrueLossTiming
R-1269,M-222,SMB,APAC,46.6,Yes,6900,165,79,0.4788,0.4439,24.0,137,5.7083,5.6423,15.0474,10.3922,13.1873,86,5,47,26,8,0.0812,0.5512,0.2491,0.1184
R-1270,M-222,SMB,APAC,51.0,Yes,6100,138,55,0.3986,0.4288,24.0,180,7.5,7.2757,11.747,10.694,9.3865,83,20,26,21,16,0.2733,0.3078,0.2476,0.1713
R-1271,M-222,SMB,APAC,11.8,No,10400,122,60,0.4918,0.459,11.8,67,5.678,4.4141,12.4168,10.1189,12.0856,62,13,27,11,11,0.2553,0.434,0.1225,0.1882
R-1272,M-222,SMB,APAC,15.7,No,9600,118,38,0.322,0.2918,15.7,100,6.3694,5.7853,11.3101,10.0947,9.19,80,21,40,15,4,0.2382,0.5044,0.1805,0.0769
R-1273,M-222,SMB,APAC,11.9,No,9300,43,9,0.2093,0.2411,11.9,63,5.2941,6.1285,11.4632,11.0446,9.9582,34,8,18,5,3,0.2092,0.4604,0.1035,0.2268
R-1274,M-222,SMB,APAC,11.2,No,8300,87,19,0.2184,0.2294,11.2,45,4.0179,4.3813,16.2627,10.9902,14.7627,68,8,24,27,9,0.1967,0.3686,0.3393,0.0953
R-1275,M-222,SMB,APAC,6.6,Yes,9300,47,10,0.2128,0.1931,6.6,23,3.4848,3.0829,13.0189,10.1003,12.5133,37,4,23,10,0,0.2133,0.5422,0.2409,0.0036
R-1276,M-223,SMB,EMEA,4.0,Yes,9400,23,2,0.087,0.1291,4.0,16,4.0,3.8868,16.8001,10.2414,16.552,21,13,5,2,1,0.4179,0.3254,0.2252,0.0315
R-1277,M-223,SMB,EMEA,11.0,No,8400,45,3,0.0667,0.1071,11.0,43,3.9091,4.1941,15.1347,10.1577,15.1556,42,10,15,5,12,0.2853,0.3614,0.1052,0.248
R-1278,M-223,SMB,EMEA,24.2,Yes,9300,189,64,0.3386,0.288,24.0,171,7.125,7.3049,16.4365,11.2897,15.9126,125,54,52,13,6,0.3677,0.4381,0.1646,0.0296
R-1279,M-223,SMB,EMEA,104.0,Yes,5900,122,36,0.2951,0.33,24.0,136,5.6667,5.8978,9.9996,8.6585,7.4692,86,21,43,9,13,0.2326,0.4996,0.1196,0.1482
R-1280,M-223,SMB,EMEA,17.5,No,8400,150,22,0.1467,0.1041,17.5,104,5.9429,6.9839,14.3995,9.4592,14.3347,128,23,50,21,34,0.203,0.3751,0.1388,0.2831
R-1281,M-223,SMB,EMEA,22.4,Yes,6700,146,18,0.1233,0.1471,22.4,175,7.8125,7.5908,11.2386,9.2557,11.6319,128,51,45,28,4,0.3742,0.3818,0.207,0.037
R-1282,M-223,SMB,EMEA,87.0,Yes,8800,240,77,0.3208,0.3112,24.0,207,8.625,7.3426,12.548,9.6742,12.6556,163,25,14,118,6,0.1653,0.122,0.6718,0.0408
R-1283,M-223,SMB,EMEA,14.0,Yes,7100,107,19,0.1776,0.1449,14.0,66,4.7143,4.462,16.2073,10.2722,13.6961,88,20,19,15,34,0.2668,0.3058,0.1917,0.2357
R-1284,M-223,SMB,EMEA,4.7,Yes,7600,19,3,0.1579,0.2295,4.7,29,6.1702,4.8501,12.3445,9.8945,13.0308,16,0,7,7,2,0.1172,0.2294,0.4195,0.2339
R-1285,M-223,SMB,EMEA,28.9,No,9500,194,40,0.2062,0.2138,24.0,98,4.0833,3.9417,14.0905,10.6603,12.2885,154,37,41,54,22,0.2678,0.3008,0.27,0.1613
R-1286,M-223,SMB,EMEA,34.2,No,9300,176,44,0.25,0.2647,24.0,210,8.75,8.9172,13.3998,9.863,12.8298,132,39,16,62,15,0.2778,0.1395,0.4557,0.127
R-1287,M-224,Mid-Market,APAC,16.0,No,46100,60,19,0.3167,0.2415,16.0,23,1.4375,2.0449,14.9549,10.1244,12.9279,41,8,18,11,4,0.2649,0.4625,0.1637,0.1089
R-1288,M-224,Mid-Market,APAC,3.8,No,44800,9,2,0.2222,0.0922,3.8,12,3.1579,4.074,17.6759,9.7366,17.9926,7,0,6,1,0,0.2635,0.5344,0.1819,0.0202
R-1289,M-224,Mid-Market,APAC,45.8,Yes,40400,88,27,0.3068,0.3152,24.0,92,3.8333,3.981,10.8926,9.0249,7.7809,61,5,32,17,7,0.1706,0.4522,0.231,0.1463
R-1290,M-224,Mid-Market,APAC,10.3,No,52600,41,4,0.0976,0.1663,10.3,58,5.6311,3.5724,15.2913,10.2844,16.3332,37,5,6,18,8,0.1318,0.2903,0.5149,0.063
R-1291,M-224,Mid-Market,APAC,3.7,No,39100,9,1,0.1111,0.27,3.7,25,6.7568,5.0816,5.3724,5.9136,7.588,8,3,3,1,1,0.3597,0.2924,0.2635,0.0844
R-1292,M-224,Mid-Market,APAC,14.7,No,36800,55,10,0.1818,0.1349,14.7,83,5.6463,6.6901,9.8956,10.4599,7.6602,45,9,26,1,9,0.2298,0.557,0.0333,0.1798
R-1293,M-224,Mid-Market,APAC,44.1,No,51200,85,21,0.2471,0.239,24.0,100,4.1667,3.4491,5.3283,6.3152,4.7826,64,37,21,2,4,0.5311,0.4236,0.0185,0.0269
R-1294,M-224,Mid-Market,APAC,3.1,No,28800,3,1,0.3333,0.1503,3.1,12,3.871,4.3755,24.9284,4.7454,17.1779,2,1,1,0,0,0.1391,0.6917,0.0763,0.093
R-1295,M-224,Mid-Market,APAC,31.5,Yes,44500,93,27,0.2903,0.368,24.0,83,3.4583,3.3128,11.7982,10.3013,11.2758,66,40,15,8,3,0.5822,0.2724,0.1025,0.043
R-1296,M-224,Mid-Market,APAC,15.6,Yes,34600,57,22,0.386,0.2633,15.6,82,5.2564,4.5568,20.3366,10.3605,18.7536,35,15,7,5,8,0.3874,0.2656,0.126,0.221
R-1297,M-224,Mid-Market,APAC,4.8,No,46900,10,1,0.1,0.1577,4.8,38,7.9167,5.4026,8.6859,6.7896,14.8091,9,3,3,2,1,0.508,0.2622,0.1563,0.0735
R-1298,M-224,Mid-Market,APAC,21.8,No,44000,83,28,0.3373,0.3545,21.8,51,2.3394,2.8594,7.7162,7.3251,7.5668,55,24,22,3,6,0.4533,0.4003,0.0513,0.0951
R-1299,M-224,Mid-Market,APAC,10.4,Yes,45800,29,4,0.1379,0.1922,10.4,36,3.4615,2.9483,15.1246,8.1844,15.5714,25,5,18,2,0,0.2222,0.5962,0.1171,0.0644
R-1300,M-224,Mid-Market,APAC,55.9,Yes,35000,76,19,0.25,0.2226,24.0,144,6.0,5.3735,13.3396,9.2036,12.7163,57,5,22,27,3,0.1738,0.397,0.3742,0.055
R-1301,M-224,Mid-Market,APAC,5.4,No,49700,13,3,0.2308,0.2637,5.4,27,5.0,4.2727,17.9253,10.1914,16.4821,10,3,6,1,0,0.5086,0.3551,0.084,0.0522
R-1302,M-224,Mid-Market,APAC,45.3,Yes,34900,74,10,0.1351,0.233,24.0,84,3.5,3.4093,11.082,10.0064,8.4284,64,32,28,3,1,0.5488,0.391,0.0314,0.0288
R-1303,M-224,Mid-Market,APAC,11.6,Yes,36800,42,10,0.2381,0.2289,11.6,31,2.6724,3.1909,15.026,10.5261,15.1919,32,6,12,4,10,0.1859,0.4168,0.0578,0.3396
R-1304,M-225,Enterprise,APAC,34.9,Yes,185700,38,2,0.0526,0.0689,24.0,47,1.9583,2.4891,9.9967,9.2416,7.9478,36,12,16,4,4,0.3815,0.3694,0.0716,0.1775
R-1305,M-225,Enterprise,APAC,24.3,No,225600,27,4,0.1481,0.0765,24.0,37,1.5417,1.2252,8.5669,9.5435,9.0359,23,7,6,3,7,0.2618,0.3297,0.1275,0.2809
R-1306,M-225,Enterprise,APAC,10.1,No,176200,15,0,0.0,0.0677,10.1,20,1.9802,1.8614,13.0417,11.6282,14.0935,15,12,1,0,2,0.7229,0.1883,0.0168,0.0721
R-1307,M-225,Enterprise,APAC,8.8,No,194800,10,0,0.0,0.1619,8.8,28,3.1818,2.3725,14.1036,9.6906,16.7089,10,2,7,0,1,0.4418,0.4224,0.0078,0.1281
R-1308,M-225,Enterprise,APAC,59.9,Yes,185900,28,3,0.1071,0.0809,24.0,42,1.75,1.9295,11.893,8.9723,11.2378,25,13,10,0,2,0.5554,0.2667,0.035,0.1428
R-1309,M-225,Enterprise,APAC,9.4,No,204400,11,0,0.0,0.0995,9.4,21,2.234,2.2127,13.9869,11.0079,11.0598,11,8,2,0,1,0.6096,0.1944,0.0539,0.142
R-1310,M-225,Enterprise,APAC,14.7,Yes,148600,9,1,0.1111,0.065,14.7,31,2.1088,1.7506,12.7898,8.4892,13.7335,8,2,1,1,4,0.4757,0.1757,0.1264,0.2223
R-1311,M-225,Enterprise,APAC,22.6,Yes,199800,37,4,0.1081,0.0898,22.6,61,2.6991,3.4526,8.0295,7.3784,8.7507,33,10,12,7,4,0.276,0.4366,0.201,0.0864
R-1312,M-225,Enterprise,APAC,6.9,No,131000,4,0,0.0,0.1093,6.9,17,2.4638,3.0764,14.2783,13.5176,14.7422,4,4,0,0,0,0.4532,0.3725,0.0616,0.1128
R-1313,M-225,Enterprise,APAC,4.9,Yes,162200,5,0,0.0,0.103,4.9,16,3.2653,3.3929,9.4371,7.2367,12.0685,5,4,0,0,1,0.6785,0.1234,0.1097,0.0885
R-1314,M-225,Enterprise,APAC,24.6,No,222500,32,4,0.125,0.1333,24.0,35,1.4583,1.5185,15.1852,8.1716,15.7818,28,10,14,1,3,0.3515,0.5186,0.0477,0.0822
R-1315,M-225,Enterprise,APAC,20.9,Yes,204000,33,8,0.2424,0.184,20.9,46,2.201,1.8917,16.9412,12.2319,11.9102,25,8,8,4,5,0.3007,0.3078,0.1713,0.2202
R-1316,M-225,Enterprise,APAC,8.0,No,199400,13,0,0.0,0.063,8.0,9,1.125,1.5123,13.5301,11.2871,13.2937,13,6,6,0,1,0.5169,0.3264,0.0106,0.1461
R-1317,M-225,Enterprise,APAC,14.3,Yes,192000,15,3,0.2,0.1572,14.3,41,2.8671,2.3901,8.5204,10.0352,12.6884,12,5,4,2,1,0.5096,0.3194,0.1387,0.0323
R-1318,M-225,Enterprise,APAC,14.7,No,118200,16,0,0.0,0.0789,14.7,46,3.1293,2.4398,11.595,8.2193,12.2278,16,6,5,1,4,0.3619,0.269,0.094,0.2752
R-1319,M-225,Enterprise,APAC,79.9,Yes,149900,27,5,0.1852,0.3834,24.0,63,2.625,1.9763,10.8634,9.0485,11.5856,22,15,1,0,6,0.6969,0.1053,0.038,0.1598
R-1320,M-226,Mid-Market,APAC,27.8,Yes,34600,66,29,0.4394,0.5241,24.0,135,5.625,5.5501,12.9134,9.5424,12.533,37,5,21,2,9,0.2885,0.3877,0.0952,0.2286
R-1321,M-226,Mid-Market,APAC,37.6,No,33600,95,35,0.3684,0.358,24.0,102,4.25,3.9846,18.4245,8.6552,19.5594,60,22,26,6,6,0.3046,0.3794,0.2239,0.0921
R-1322,M-226,Mid-Market,APAC,17.4,No,42200,77,17,0.2208,0.1966,17.4,69,3.9655,4.4781,12.1997,9.8648,9.5585,60,23,5,22,10,0.4148,0.1201,0.3857,0.0793
R-1323,M-226,Mid-Market,APAC,22.9,No,48800,56,16,0.2857,0.374,22.9,87,3.7991,3.3063,10.3499,8.578,9.9638,40,15,23,1,1,0.4848,0.3811,0.1022,0.032
R-1324,M-226,Mid-Market,APAC,16.3,No,45200,56,12,0.2143,0.2894,16.3,61,3.7423,4.1749,10.8969,8.4,10.602,44,14,6,21,3,0.2442,0.2355,0.4565,0.0639
R-1325,M-226,Mid-Market,APAC,9.8,No,31600,33,14,0.4242,0.3638,9.8,25,2.551,2.5238,19.4921,12.4571,17.067,19,6,1,10,2,0.309,0.0987,0.4416,0.1508
R-1326,M-226,Mid-Market,APAC,10.2,Yes,41800,30,10,0.3333,0.3886,10.2,28,2.7451,2.9676,14.1363,10.4195,14.9092,20,13,2,5,0,0.4896,0.2398,0.2468,0.0237
R-1327,M-226,Mid-Market,APAC,8.1,No,45500,19,16,0.8421,0.4481,8.1,40,4.9383,4.7362,13.7174,8.9485,10.9441,3,2,1,0,0,0.4735,0.2684,0.1926,0.0655
R-1328,M-227,SMB,EMEA,30.6,Yes,8800,150,57,0.38,0.3725,24.0,126,5.25,6.2818,12.438,9.2558,12.1468,93,4,40,26,23,0.0809,0.4503,0.2358,0.233
R-1329,M-227,SMB,EMEA,5.4,No,8400,27,8,0.2963,0.2353,5.4,41,7.5926,8.4158,10.7847,9.2344,10.3486,19,9,4,5,1,0.5095,0.3022,0.129,0.0592
R-1330,M-227,SMB,EMEA,10.5,No,11300,65,19,0.2923,0.2673,10.5,89,8.4762,8.5989,15.1502,10.3811,14.7134,46,14,15,10,7,0.3137,0.3601,0.1988,0.1274
R-1331,M-227,SMB,EMEA,4.0,Yes,6300,14,2,0.1429,0.2523,4.0,16,4.0,4.9695,14.1141,12.643,15.7426,12,2,8,1,1,0.4065,0.3731,0.076,0.1444
R-1332,M-227,SMB,EMEA,13.4,No,6800,119,38,0.3193,0.2829,13.4,54,4.0299,4.5197,10.0621,9.1829,8.2248,81,37,34,8,2,0.4205,0.406,0.1214,0.0521
R-1333,M-227,SMB,EMEA,5.2,No,10500,34,5,0.1471,0.2021,5.2,36,6.9231,5.598,9.9348,9.3765,11.4672,29,12,11,6,0,0.3435,0.3516,0.263,0.042
R-1334,M-227,SMB,EMEA,77.0,Yes,10800,175,82,0.4686,0.4579,24.0,118,4.9167,5.2054,11.873,9.3463,10.7752,93,25,28,28,12,0.2737,0.3326,0.2707,0.123
R-1335,M-227,SMB,EMEA,57.7,Yes,7500,157,60,0.3822,0.3762,24.0,70,2.9167,3.2952,10.9678,9.9957,10.3731,97,22,51,20,4,0.2528,0.506,0.1924,0.0488
R-1336,M-227,SMB,EMEA,39.2,Yes,8500,201,104,0.5174,0.4787,24.0,146,6.0833,5.8549,16.7081,10.5666,13.9853,97,25,52,12,8,0.2077,0.5065,0.1507,0.1351
R-1337,M-227,SMB,EMEA,22.3,No,8200,182,74,0.4066,0.3712,22.3,121,5.426,5.7021,16.2429,10.6863,16.2998,108,30,32,27,19,0.2324,0.4114,0.2176,0.1386
R-1338,M-227,SMB,EMEA,21.8,No,5800,117,45,0.3846,0.4098,21.8,152,6.9725,7.2147,12.8679,9.7696,13.487,72,27,33,6,6,0.3571,0.4413,0.1035,0.0981
R-1339,M-227,SMB,EMEA,23.4,No,11700,176,50,0.2841,0.3318,23.4,64,2.735,3.3212,13.8347,10.3962,13.6662,126,55,20,18,33,0.4128,0.1966,0.1701,0.2206
R-1340,M-227,SMB,EMEA,27.3,No,8900,111,38,0.3423,0.326,24.0,156,6.5,6.2073,9.1148,9.2279,7.0723,73,5,43,6,19,0.0836,0.5445,0.1173,0.2546
R-1341,M-228,SMB,EMEA,7.5,Yes,10300,55,14,0.2545,0.3403,7.5,36,4.8,4.864,14.4966,8.6666,13.3274,41,15,17,2,7,0.3989,0.4136,0.0279,0.1596
R-1342,M-228,SMB,EMEA,2.9,No,8100,10,5,0.5,0.5102,2.9,9,3.1034,3.3141,16.0857,8.7438,12.7375,5,3,1,1,0,0.4131,0.241,0.2929,0.053
R-1343,M-228,SMB,EMEA,5.6,No,10500,38,12,0.3158,0.2617,5.6,40,7.1429,6.225,13.8257,11.4928,13.9789,26,6,13,3,4,0.2372,0.387,0.155,0.2208
R-1344,M-228,SMB,EMEA,17.2,Yes,8800,125,45,0.36,0.3713,17.2,128,7.4419,7.2498,10.884,10.0191,9.1082,80,26,13,9,32,0.4145,0.1518,0.0718,0.3619
R-1345,M-228,SMB,EMEA,14.3,No,9200,148,59,0.3986,0.3654,14.3,56,3.9161,4.2578,13.9466,8.8089,13.2185,89,29,18,15,27,0.3145,0.189,0.2125,0.2839
R-1346,M-228,SMB,EMEA,7.0,No,8400,37,5,0.1351,0.2304,7.0,54,7.7143,8.0678,10.9757,8.8233,6.0554,32,2,9,10,11,0.1014,0.3882,0.3014,0.2089
R-1347,M-229,Enterprise,North America,26.2,Yes,203900,28,8,0.2857,0.294,24.0,69,2.875,2.2749,7.1738,9.1333,6.4033,20,14,2,1,3,0.6743,0.146,0.0926,0.0871
R-1348,M-229,Enterprise,North America,5.3,No,223200,4,1,0.25,0.1867,5.3,15,2.8302,2.2514,15.1252,7.9279,13.6642,3,0,0,2,1,0.4012,0.2757,0.1593,0.1638
R-1349,M-229,Enterprise,North America,19.9,No,199100,30,3,0.1,0.2066,19.9,39,1.9598,1.8401,13.9537,10.3278,13.0738,27,6,11,7,3,0.2805,0.3392,0.2806,0.0997
R-1350,M-229,Enterprise,North America,6.9,No,231000,10,2,0.2,0.1073,6.9,11,1.5942,2.3206,14.9644,11.1613,12.8679,8,4,1,1,2,0.5542,0.2511,0.0548,0.1399
R-1351,M-229,Enterprise,North America,10.3,No,195800,17,5,0.2941,0.3936,10.3,36,3.4951,3.0067,16.1482,8.5841,14.7214,12,4,2,2,4,0.3875,0.3185,0.1917,0.1022
R-1352,M-229,Enterprise,North America,41.7,Yes,168900,34,12,0.3529,0.3573,24.0,35,1.4583,1.4419,9.5942,8.5369,10.2746,22,17,5,0,0,0.6018,0.1841,0.1382,0.0759
R-1353,M-229,Enterprise,North America,17.4,No,154800,26,7,0.2692,0.2416,17.4,58,3.3333,3.364,12.2555,12.3465,11.2358,19,10,7,2,0,0.5711,0.2824,0.0942,0.0522
R-1354,M-229,Enterprise,North America,9.1,No,174600,11,1,0.0909,0.2207,9.1,30,3.2967,2.2646,6.1058,5.7985,7.9427,10,6,2,0,2,0.4038,0.4517,0.0623,0.0822
R-1355,M-229,Enterprise,North America,17.7,No,164400,26,9,0.3462,0.3198,17.7,43,2.4294,2.1178,8.4865,7.9085,9.9268,17,11,5,0,1,0.4284,0.4542,0.0313,0.0862
R-1356,M-229,Enterprise,North America,38.6,Yes,150100,22,13,0.5909,0.3657,24.0,59,2.4583,2.8345,15.2975,10.0883,15.157,9,9,0,0,0,0.62,0.2379,0.0741,0.068
R-1357,M-229,Enterprise,North America,12.0,No,140600,19,1,0.0526,0.2393,12.0,26,2.1667,1.9706,9.6648,7.7465,13.05,18,13,0,4,1,0.5479,0.1165,0.2179,0.1177
R-1358,M-229,Enterprise,North America,6.3,Yes,186400,7,2,0.2857,0.2258,6.3,22,3.4921,4.149,9.7662,14.5868,9.5091,5,1,1,2,1,0.424,0.1527,0.2708,0.1524
R-1359,M-229,Enterprise,North America,14.9,No,195600,23,8,0.3478,0.1368,14.9,52,3.4899,2.6634,10.348,9.5509,12.5736,15,5,6,3,1,0.5125,0.2596,0.0627,0.1652
R-1360,M-229,Enterprise,North America,12.8,Yes,190000,11,5,0.4545,0.2871,12.8,19,1.4844,1.389,12.6118,8.9734,7.8395,6,2,1,2,1,0.4421,0.1794,0.3128,0.0657
R-1361,M-229,Enterprise,North America,26.8,Yes,149300,25,11,0.44,0.3839,24.0,40,1.6667,1.8246,10.6727,8.7636,9.9862,14,5,4,2,3,0.5434,0.1911,0.1346,0.1309
R-1362,M-229,Enterprise,North America,11.1,Yes,164700,19,7,0.3684,0.2722,11.1,23,2.0721,2.1932,12.1346,10.6861,7.2493,12,6,3,1,2,0.4509,0.1433,0.0958,0.31
R-1363,M-229,Enterprise,North America,52.0,Yes,243500,21,4,0.1905,0.2852,24.0,90,3.75,3.2372,19.9669,12.4521,15.2924,17,5,6,3,3,0.3267,0.3524,0.2166,0.1043
R-1364,M-229,Enterprise,North America,29.0,Yes,158500,25,6,0.24,0.2557,24.0,94,3.9167,3.4515,19.0918,11.1883,17.0013,19,8,9,0,2,0.4164,0.5158,0.0424,0.0254
R-1365,M-230,Enterprise,APAC,29.2,No,212900,34,1,0.0294,0.2149,24.0,79,3.2917,3.8835,9.6282,9.2008,7.567,33,2,11,9,11,0.2656,0.2834,0.1844,0.2665
R-1366,M-230,Enterprise,APAC,47.0,Yes,169600,29,3,0.1034,0.0579,24.0,42,1.75,1.6911,11.9143,11.2578,13.7602,26,7,7,4,8,0.4261,0.2597,0.0839,0.2303
R-1367,M-230,Enterprise,APAC,11.4,No,170800,19,2,0.1053,0.0866,11.4,22,1.9298,2.3712,15.2033,7.6639,11.4948,17,13,3,1,0,0.6589,0.2336,0.0575,0.05
R-1368,M-230,Enterprise,APAC,19.9,No,224700,26,6,0.2308,0.2016,19.9,53,2.6633,2.5543,14.202,9.932,13.8039,20,11,5,4,0,0.4669,0.2643,0.2543,0.0145
R-1369,M-230,Enterprise,APAC,2.0,Yes,189100,3,0,0.0,0.0798,2.0,7,3.5,2.9447,15.5525,4.2169,9.1445,3,2,1,0,0,0.5234,0.3421,0.0195,0.115
R-1370,M-230,Enterprise,APAC,9.2,No,217200,9,2,0.2222,0.1803,9.2,39,4.2391,3.0164,13.7529,8.1285,14.4769,7,3,1,2,1,0.4898,0.206,0.2005,0.1037
R-1371,M-230,Enterprise,APAC,21.3,Yes,169600,34,4,0.1176,0.2526,21.3,33,1.5493,1.723,11.3372,7.9032,12.6235,30,8,17,1,4,0.2677,0.4662,0.0948,0.1713
R-1372,M-231,SMB,EMEA,25.0,No,11400,144,47,0.3264,0.3116,24.0,115,4.7917,4.4068,15.9843,9.5902,13.5507,97,30,29,24,14,0.2702,0.3096,0.2769,0.1433
R-1373,M-231,SMB,EMEA,42.7,No,9900,176,24,0.1364,0.1485,24.0,268,11.1667,11.7774,12.1916,9.3041,12.3603,152,17,70,44,21,0.0983,0.5147,0.2793,0.1077
R-1374,M-231,SMB,EMEA,17.0,Yes,7400,189,38,0.2011,0.176,17.0,113,6.6471,6.9285,16.3947,9.6221,15.282,151,37,87,14,13,0.2805,0.5273,0.0874,0.1048
R-1375,M-231,SMB,EMEA,12.6,No,10900,79,25,0.3165,0.2179,12.6,50,3.9683,4.906,18.8754,9.7309,18.0778,54,5,17,21,11,0.1214,0.4562,0.2666,0.1558
R-1376,M-231,SMB,EMEA,2.6,Yes,6500,9,1,0.1111,0.0679,2.6,12,4.6154,3.3706,15.6413,15.9133,13.7065,8,3,4,0,1,0.2196,0.3822,0.201,0.1972
R-1377,M-231,SMB,EMEA,41.0,Yes,6600,232,67,0.2888,0.2906,24.0,159,6.625,6.5675,8.0272,8.7841,7.488,165,34,78,22,31,0.1806,0.5193,0.1512,0.1488
R-1378,M-231,SMB,EMEA,2.3,No,7000,7,2,0.2857,0.1356,2.3,12,5.2174,6.2329,12.036,9.6742,11.914,5,1,2,2,0,0.2833,0.432,0.1614,0.1233
R-1379,M-231,SMB,EMEA,23.0,No,9400,181,30,0.1657,0.1178,23.0,180,7.8261,7.3961,10.6809,8.5478,11.3887,151,53,25,58,15,0.382,0.1718,0.3629,0.0833
R-1380,M-231,SMB,EMEA,7.5,No,7600,74,4,0.0541,0.1172,7.5,59,7.8667,7.4187,12.3549,9.9039,10.531,70,18,23,16,13,0.255,0.318,0.2143,0.2128
R-1381,M-231,SMB,EMEA,20.7,No,12000,222,51,0.2297,0.2674,20.7,143,6.9082,6.8261,14.9908,9.5782,13.5542,171,15,40,51,65,0.0871,0.1919,0.2693,0.4517
R-1382,M-231,SMB,EMEA,7.4,Yes,7300,48,15,0.3125,0.3064,7.4,32,4.3243,4.1494,13.708,10.1933,11.8842,33,10,6,11,6,0.2481,0.2469,0.2665,0.2385
R-1383,M-232,Mid-Market,APAC,17.1,No,35700,68,9,0.1324,0.2035,17.1,90,5.2632,5.7332,10.5447,8.9726,9.2235,59,14,8,24,13,0.1789,0.1513,0.4872,0.1826
R-1384,M-232,Mid-Market,APAC,8.3,No,41600,23,8,0.3478,0.2257,8.3,41,4.9398,4.772,10.5628,9.1193,5.5376,15,3,4,3,5,0.2534,0.182,0.3242,0.2403
R-1385,M-232,Mid-Market,APAC,42.8,Yes,50000,68,32,0.4706,0.3688,24.0,99,4.125,4.3818,9.5723,9.0419,8.5591,36,11,20,2,3,0.2904,0.6105,0.033,0.0662
R-1386,M-232,Mid-Market,APAC,12.8,Yes,42400,57,26,0.4561,0.4047,12.8,46,3.5938,3.9815,12.3408,9.1319,10.8633,31,6,5,7,13,0.3217,0.144,0.214,0.3203
R-1387,M-232,Mid-Market,APAC,50.5,No,36000,61,25,0.4098,0.3745,24.0,64,2.6667,2.888,12.1318,9.1515,12.4578,36,9,2,17,8,0.2845,0.1079,0.4153,0.1923
R-1388,M-232,Mid-Market,APAC,2.4,No,36000,4,0,0.0,0.1843,2.4,7,2.9167,3.1804,10.8519,9.065,10.0247,4,2,1,1,0,0.4234,0.2073,0.2799,0.0895
R-1389,M-232,Mid-Market,APAC,17.8,Yes,23900,63,20,0.3175,0.3123,17.8,61,3.427,3.1145,19.0849,12.2652,17.0392,43,12,12,2,17,0.273,0.4032,0.0482,0.2756
R-1390,M-232,Mid-Market,APAC,30.2,No,39100,68,15,0.2206,0.3358,24.0,120,5.0,5.3958,15.0698,9.0562,13.7479,53,22,15,10,6,0.3606,0.3005,0.2178,0.1212
R-1391,M-232,Mid-Market,APAC,2.3,No,38900,3,1,0.3333,0.4186,2.3,6,2.6087,3.1635,5.1338,4.4639,5.3453,2,1,0,0,1,0.2864,0.1564,0.4033,0.1539
R-1392,M-232,Mid-Market,APAC,31.0,Yes,33500,92,36,0.3913,0.3856,24.0,56,2.3333,2.8022,13.118,9.2574,12.4254,56,37,10,4,5,0.6319,0.2294,0.0603,0.0783
R-1393,M-233,SMB,APAC,14.6,Yes,12700,77,16,0.2078,0.283,14.6,52,3.5616,3.91,18.356,9.6288,15.8366,61,27,13,15,6,0.4919,0.2192,0.2113,0.0776
R-1394,M-233,SMB,APAC,38.8,Yes,7700,188,42,0.2234,0.2834,24.0,155,6.4583,6.2246,9.8302,8.2134,8.6324,146,46,44,8,48,0.3443,0.289,0.0892,0.2775
R-1395,M-233,SMB,APAC,2.8,No,10100,10,2,0.2,0.276,2.8,8,2.8571,5.5511,12.3399,6.3432,13.6576,8,3,1,0,4,0.3846,0.0969,0.1145,0.404
R-1396,M-233,SMB,APAC,48.9,Yes,7300,171,73,0.4269,0.4261,24.0,109,4.5417,4.8674,9.1845,8.6518,7.666,98,24,41,21,12,0.2637,0.4376,0.1969,0.1018
R-1397,M-233,SMB,APAC,24.2,No,11900,287,143,0.4983,0.5339,24.0,183,7.625,8.1461,14.0143,10.2935,13.5008,144,26,76,38,4,0.1462,0.5033,0.302,0.0485
R-1398,M-233,SMB,APAC,12.2,No,8500,95,24,0.2526,0.2493,12.2,85,6.9672,6.8549,12.1295,9.157,12.254,71,4,20,39,8,0.0752,0.2577,0.5389,0.1282
R-1399,M-234,Mid-Market,EMEA,24.0,No,31700,82,7,0.0854,0.0864,24.0,98,4.0833,4.4274,13.818,9.6564,11.3071,75,23,32,10,10,0.3059,0.4855,0.1248,0.0838
R-1400,M-234,Mid-Market,EMEA,52.4,Yes,50800,73,11,0.1507,0.1522,24.0,136,5.6667,5.459,8.876,8.2481,9.7707,62,38,15,5,4,0.5241,0.3247,0.0894,0.0617
R-1401,M-234,Mid-Market,EMEA,27.5,No,35900,59,21,0.3559,0.4205,24.0,121,5.0417,5.0986,15.5732,10.0307,16.6212,38,14,10,13,1,0.3767,0.3184,0.1864,0.1185
R-1402,M-234,Mid-Market,EMEA,21.7,No,54500,70,22,0.3143,0.2185,21.7,72,3.318,3.9563,11.8943,9.9077,12.2402,48,18,13,4,13,0.4286,0.2149,0.1935,0.163
R-1403,M-234,Mid-Market,EMEA,36.0,No,40800,80,19,0.2375,0.2195,24.0,71,2.9583,3.6539,15.6973,11.5616,14.6989,61,11,16,19,15,0.2045,0.2499,0.2969,0.2487
