"variant_id","brand","category","period","buyers_first_year","repeat_buyers_next_year","true_repeat_rate","true_niche"
"V424","Brand H","ground_coffee","2023-2024",41,15,0.3571,0
"V424","Brand H","ground_coffee","2024-2025",49,11,0.3571,0
"V425","Brand F","ground_coffee","2023-2024",70,25,0.3411,0
"V425","Brand F","ground_coffee","2024-2025",61,24,0.3411,0
"V426","Brand G","ground_coffee","2023-2024",15,4,0.2763,0
"V426","Brand G","ground_coffee","2024-2025",10,1,0.2763,0
"V427","Brand F","ground_coffee","2023-2024",39,12,0.3677,0
"V427","Brand F","ground_coffee","2024-2025",30,12,0.3677,0
"V428","Brand D","ground_coffee","2023-2024",45,16,0.2582,0
"V428","Brand D","ground_coffee","2024-2025",42,13,0.2582,0
"V429","Brand B","ground_coffee","2023-2024",20,6,0.3959,0
"V429","Brand B","ground_coffee","2024-2025",29,11,0.3959,0
"V430","Brand H","coffee_pods","2023-2024",214,83,0.3715,0
"V430","Brand H","coffee_pods","2024-2025",215,81,0.3715,0
"V431","Brand F","coffee_pods","2023-2024",3,0,0.2704,0
"V431","Brand F","coffee_pods","2024-2025",2,1,0.2704,0
"V432","Brand G","ground_coffee","2023-2024",65,27,0.338,0
"V432","Brand G","ground_coffee","2024-2025",80,29,0.338,0
"V433","Brand E","instant_coffee","2023-2024",172,69,0.4241,0
"V433","Brand E","instant_coffee","2024-2025",146,66,0.4241,0
"V434","Brand D","ground_coffee","2023-2024",3,1,0.2776,0
"V434","Brand D","ground_coffee","2024-2025",4,1,0.2776,0
"V435","Brand G","coffee_pods","2023-2024",33,4,0.2512,0
"V435","Brand G","coffee_pods","2024-2025",24,7,0.2512,0
"V436","Brand H","whole_beans","2023-2024",9,2,0.276,0
"V436","Brand H","whole_beans","2024-2025",4,2,0.276,0
"V437","Brand F","coffee_pods","2023-2024",14,4,0.3096,0
"V437","Brand F","coffee_pods","2024-2025",12,3,0.3096,0
"V438","Brand B","ground_coffee","2023-2024",20,3,0.2648,0
"V438","Brand B","ground_coffee","2024-2025",29,6,0.2648,0
"V439","Brand G","iced_coffee","2023-2024",16,6,0.2926,0
"V439","Brand G","iced_coffee","2024-2025",17,5,0.2926,0
"V440","Brand F","ground_coffee","2023-2024",496,169,0.3251,0
"V440","Brand F","ground_coffee","2024-2025",483,172,0.3251,0
"V441","Brand F","whole_beans","2023-2024",15,1,0.2666,0
"V441","Brand F","whole_beans","2024-2025",28,5,0.2666,0
"V442","Brand H","ground_coffee","2023-2024",4,1,0.2904,0
"V442","Brand H","ground_coffee","2024-2025",4,0,0.2904,0
"V443","Brand A","coffee_capsules","2023-2024",7,2,0.3476,0
"V443","Brand A","coffee_capsules","2024-2025",2,1,0.3476,0
"V444","Brand G","coffee_capsules","2023-2024",14,6,0.3739,0
"V444","Brand G","coffee_capsules","2024-2025",23,11,0.3739,0
"V445","Brand H","ground_coffee","2023-2024",17,8,0.3767,0
"V445","Brand H","ground_coffee","2024-2025",15,6,0.3767,0
"V446","Brand H","black_tea","2023-2024",59,22,0.3273,0
"V446","Brand H","black_tea","2024-2025",70,22,0.3273,0
"V447","Brand E","coffee_capsules","2023-2024",8,0,0.2062,0
"V447","Brand E","coffee_capsules","2024-2025",7,0,0.2062,0
"V448","Brand H","whole_beans","2023-2024",68,18,0.2751,0
"V448","Brand H","whole_beans","2024-2025",59,8,0.2751,0
"V449","Brand B","ground_coffee","2023-2024",12,3,0.3396,0
"V449","Brand B","ground_coffee","2024-2025",9,2,0.3396,0
"V450","Brand C","coffee_capsules","2023-2024",7,0,0.2417,0
"V450","Brand C","coffee_capsules","2024-2025",3,0,0.2417,0
"V451","Brand H","herbal_tea","2023-2024",17,3,0.2348,0
"V451","Brand H","herbal_tea","2024-2025",21,7,0.2348,0
"V452","Brand H","whole_beans","2023-2024",14,7,0.3057,0
"V452","Brand H","whole_beans","2024-2025",8,5,0.3057,0
"V453","Brand C","ground_coffee","2023-2024",18,5,0.4025,0
"V453","Brand C","ground_coffee","2024-2025",24,12,0.4025,0
"V454","Brand F","instant_coffee","2023-2024",309,60,0.2041,0
"V454","Brand F","instant_coffee","2024-2025",302,65,0.2041,0
"V455","Brand C","coffee_capsules","2023-2024",10,2,0.3383,0
"V455","Brand C","coffee_capsules","2024-2025",15,3,0.3383,0
"V456","Brand C","whole_beans","2023-2024",17,8,0.2696,0
"V456","Brand C","whole_beans","2024-2025",13,4,0.2696,0
"V457","Brand H","instant_coffee","2023-2024",4,1,0.2508,0
"V457","Brand H","instant_coffee","2024-2025",4,0,0.2508,0
"V458","Brand G","instant_coffee","2023-2024",30,9,0.2567,0
"V458","Brand G","instant_coffee","2024-2025",36,8,0.2567,0
"V459","Brand H","instant_coffee","2023-2024",14,3,0.3028,0
"V459","Brand H","instant_coffee","2024-2025",25,3,0.3028,0
"V460","Brand C","coffee_pods","2023-2024",233,89,0.4105,0
"V460","Brand C","coffee_pods","2024-2025",253,102,0.4105,0
"V461","Brand A","ground_coffee","2023-2024",3,1,0.2673,0
"V461","Brand A","ground_coffee","2024-2025",2,1,0.2673,0
"V462","Brand E","coffee_pods","2023-2024",10,6,0.2916,0
"V462","Brand E","coffee_pods","2024-2025",7,2,0.2916,0
"V463","Brand D","instant_coffee","2023-2024",11,3,0.3234,0
"V463","Brand D","instant_coffee","2024-2025",4,1,0.3234,0
"V464","Brand B","coffee_capsules","2023-2024",27,11,0.3264,0
"V464","Brand B","coffee_capsules","2024-2025",32,10,0.3264,0
"V465","Brand E","instant_coffee","2023-2024",7,1,0.4,0
"V465","Brand E","instant_coffee","2024-2025",12,7,0.4,0
"V466","Brand C","ground_coffee","2023-2024",38,15,0.2948,0
"V466","Brand C","ground_coffee","2024-2025",31,7,0.2948,0
"V467","Brand B","black_tea","2023-2024",1019,327,0.3311,0
"V467","Brand B","black_tea","2024-2025",1066,355,0.3311,0
"V468","Brand A","coffee_capsules","2023-2024",10,2,0.3606,0
"V468","Brand A","coffee_capsules","2024-2025",9,2,0.3606,0
"V469","Brand G","ground_coffee","2023-2024",30,9,0.3043,0
"V469","Brand G","ground_coffee","2024-2025",30,10,0.3043,0
"V470","Brand C","whole_beans","2023-2024",6,4,0.3125,0
"V470","Brand C","whole_beans","2024-2025",11,3,0.3125,0
"V471","Brand F","coffee_pods","2023-2024",129,53,0.3737,0
"V471","Brand F","coffee_pods","2024-2025",125,53,0.3737,0
"V472","Brand B","ground_coffee","2023-2024",4,0,0.2888,0
"V472","Brand B","ground_coffee","2024-2025",2,1,0.2888,0
"V473","Brand F","coffee_capsules","2023-2024",12,3,0.3162,0
"V473","Brand F","coffee_capsules","2024-2025",14,2,0.3162,0
"V474","Brand H","ground_coffee","2023-2024",36,13,0.302,0
"V474","Brand H","ground_coffee","2024-2025",29,9,0.302,0
"V475","Brand G","instant_coffee","2023-2024",98,33,0.4144,0
"V475","Brand G","instant_coffee","2024-2025",83,30,0.4144,0
"V476","Brand F","herbal_tea","2023-2024",44,18,0.3047,0
"V476","Brand F","herbal_tea","2024-2025",31,9,0.3047,0
"V477","Brand C","black_tea","2023-2024",56,13,0.3381,0
"V477","Brand C","black_tea","2024-2025",68,30,0.3381,0
"V478","Brand A","coffee_capsules","2023-2024",3,2,0.2653,0
"V478","Brand A","coffee_capsules","2024-2025",3,2,0.2653,0
"V479","Brand H","iced_coffee","2023-2024",11,3,0.264,0
"V479","Brand H","iced_coffee","2024-2025",9,2,0.264,0
"V480","Brand H","coffee_pods","2023-2024",15,5,0.3073,0
"V480","Brand H","coffee_pods","2024-2025",32,11,0.3073,0
"V481","Brand A","black_tea","2023-2024",132,39,0.3369,0
"V481","Brand A","black_tea","2024-2025",131,44,0.3369,0
"V482","Brand E","whole_beans","2023-2024",23,8,0.2491,0
"V482","Brand E","whole_beans","2024-2025",17,2,0.2491,0
"V483","Brand D","whole_beans","2023-2024",16,6,0.3949,0
"V483","Brand D","whole_beans","2024-2025",18,8,0.3949,0
"V484","Brand H","ground_coffee","2023-2024",30,12,0.3407,0
"V484","Brand H","ground_coffee","2024-2025",34,12,0.3407,0
"V485","Brand E","herbal_tea","2023-2024",10,3,0.2146,0
"V485","Brand E","herbal_tea","2024-2025",4,0,0.2146,0
"V486","Brand D","herbal_tea","2023-2024",6,0,0.2039,0
"V486","Brand D","herbal_tea","2024-2025",2,0,0.2039,0
"V487","Brand A","coffee_pods","2023-2024",47,16,0.3404,0
"V487","Brand A","coffee_pods","2024-2025",42,10,0.3404,0
"V488","Brand A","black_tea","2023-2024",10,2,0.2616,0
"V488","Brand A","black_tea","2024-2025",10,5,0.2616,0
"V489","Brand D","whole_beans","2023-2024",38,18,0.3554,0
"V489","Brand D","whole_beans","2024-2025",34,14,0.3554,0
"V490","Brand A","instant_coffee","2023-2024",2,0,0.2293,0
"V490","Brand A","instant_coffee","2024-2025",5,1,0.2293,0
"V491","Brand F","whole_beans","2023-2024",7,0,0.346,0
"V491","Brand F","whole_beans","2024-2025",4,1,0.346,0
"V492","Brand E","black_tea","2023-2024",19,9,0.3167,0
"V492","Brand E","black_tea","2024-2025",24,14,0.3167,0
"V493","Brand F","whole_beans","2023-2024",5,3,0.3547,0
"V493","Brand F","whole_beans","2024-2025",5,1,0.3547,0
"V494","Brand B","instant_coffee","2023-2024",13,3,0.3517,0
"V494","Brand B","instant_coffee","2024-2025",21,14,0.3517,0
"V495","Brand E","coffee_capsules","2023-2024",39,14,0.352,0
"V495","Brand E","coffee_capsules","2024-2025",40,11,0.352,0
"V496","Brand F","ground_coffee","2023-2024",271,86,0.3301,0
"V496","Brand F","ground_coffee","2024-2025",292,107,0.3301,0
"V497","Brand D","herbal_tea","2023-2024",9,0,0.2124,0
"V497","Brand D","herbal_tea","2024-2025",5,2,0.2124,0
"V498","Brand D","herbal_tea","2023-2024",52,24,0.3814,0
"V498","Brand D","herbal_tea","2024-2025",54,22,0.3814,0
"V499","Brand B","ground_coffee","2023-2024",74,34,0.3201,0
"V499","Brand B","ground_coffee","2024-2025",67,14,0.3201,0
"V500","Brand G","herbal_tea","2023-2024",810,312,0.3992,0
"V500","Brand G","herbal_tea","2024-2025",818,317,0.3992,0
